"Belegnummer","Datum","Betrag","MwSt. Schlüssel","Soll","Haben","Nutzerdetails","Systemdetails"
"0","2018-02-05","-3,02","9","5906","1800","Festnetz und Internet, Lehrter Str. 8 / Telekom","5906 Fremdleistungen 19% Vorsteuer [EUR 2,54], 1406 [EUR 0,48] <-- 1800 Bank [EUR 3,02]"
"0","2018-02-05","-203,25","9","5906","1800","Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 170,80], 1406 [EUR 32,45] <-- 1800 Bank [EUR 203,25]"
"0","2018-02-05","-25,00","0","6550","1800","DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]"
"0","2018-02-05","+36,37","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 36,37] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 36,37]"
"13","2018-02-05","+56,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 56,00] <-- 4300 Erlöse 7% USt. [EUR 52,34], 3801 [EUR 3,66]"
"14","2018-02-05","+2,30","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,30] <-- 4300 Erlöse 7% USt. [EUR 2,15], 3801 [EUR 0,15]"
"0","2018-02-06","-7,82","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 6,57], 1406 [EUR 1,25] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 7,82]"
"0","2018-02-06","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-02-06","+7,78","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 7,78] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 7,78]"
"15","2018-02-06","+143,30","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 143,30] <-- 4300 Erlöse 7% USt. [EUR 133,93], 3801 [EUR 9,37]"
"16","2018-02-06","+6,40","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,40] <-- 4300 Erlöse 7% USt. [EUR 5,98], 3801 [EUR 0,42]"
"17","2018-02-06","-43,60","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 43,60] <-- 1600 Kasse [EUR 43,60]"
"18","2018-02-06","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"0","2018-02-07","+150,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 150,00] <-- 1460 Geldtransit [EUR 150,00]"
"0","2018-02-07","-33,00","0","2100","1800","Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]"
"0","2018-02-07","+23,44","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 23,44] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 23,44]"
"19","2018-02-07","+226,90","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 226,90] <-- 4300 Erlöse 7% USt. [EUR 212,06], 3801 [EUR 14,84]"
"20","2018-02-07","+5,40","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 5,40] <-- 4300 Erlöse 7% USt. [EUR 5,05], 3801 [EUR 0,35]"
"21","2018-02-07","-150,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 150,00] <-- 1600 Kasse [EUR 150,00]"
"22","2018-02-07","-8,90","9","5906","1600","Taxiwäsche","5906 Fremdleistungen 19% Vorsteuer [EUR 7,48], 1406 [EUR 1,42] <-- 1600 Kasse [EUR 8,90]"
"23","2018-02-07","-65,45","9","5400","1600","Ersatzteile/Taxibedarf","5400 Wareneingang 19% Vorsteuer [EUR 55,00], 1406 [EUR 10,45] <-- 1600 Kasse [EUR 65,45]"
"0","2018-02-08","+35,78","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 35,78] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 35,78]"
"24","2018-02-08","+63,70","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 63,70] <-- 4300 Erlöse 7% USt. [EUR 59,53], 3801 [EUR 4,17]"
"25","2018-02-08","+2,80","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,80] <-- 4300 Erlöse 7% USt. [EUR 2,62], 3801 [EUR 0,18]"
"26","2018-02-08","-20,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 20,00] <-- 1600 Kasse [EUR 20,00]"
"27","2018-02-08","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"0","2018-02-09","-4,08","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 4,08] <-- 1800 Bank [EUR 4,08]"
"0","2018-02-09","-10,00","9","5906","1800","Schufa Update Service","5906 Fremdleistungen 19% Vorsteuer [EUR 8,40], 1406 [EUR 1,60] <-- 1800 Bank [EUR 10,00]"
"0","2018-02-09","+39,97","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 39,97] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 39,97]"
"28","2018-02-10","+216,60","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 216,60] <-- 4300 Erlöse 7% USt. [EUR 202,43], 3801 [EUR 14,17]"
"29","2018-02-10","+6,70","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,70] <-- 4300 Erlöse 7% USt. [EUR 6,26], 3801 [EUR 0,44]"
"30","2018-02-10","-10,00","9","5906","1600","20x Toilettenwertbons für Taxiunternehmer","5906 Fremdleistungen 19% Vorsteuer [EUR 8,40], 1406 [EUR 1,60] <-- 1600 Kasse [EUR 10,00]"
"0","2018-02-11","+340,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 340,00] <-- 1460 Geldtransit [EUR 340,00]"
"0","2018-02-11","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"31","2018-02-11","+159,50","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 159,50] <-- 4300 Erlöse 7% USt. [EUR 149,07], 3801 [EUR 10,43]"
"32","2018-02-11","+4,80","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,80] <-- 4300 Erlöse 7% USt. [EUR 4,49], 3801 [EUR 0,31]"
"33","2018-02-11","-340,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 340,00] <-- 1600 Kasse [EUR 340,00]"
"34","2018-02-11","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"0","2018-02-12","-631,66","0","3841","1800","34/484/00779 Umsatzsteuer 4.Quartal 2017","3841 Umsatzsteuer Vorahr [EUR 631,66] <-- 1800 Bank [EUR 631,66]"
"35","2018-02-12","+98,10","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 98,10] <-- 4300 Erlöse 7% USt. [EUR 91,68], 3801 [EUR 6,42]"
"36","2018-02-12","+2,90","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,90] <-- 4300 Erlöse 7% USt. [EUR 2,71], 3801 [EUR 0,19]"
"37","2018-02-12","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"0","2018-02-13","-8,82","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 7,41], 1406 [EUR 1,41] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 8,82]"
"0","2018-02-13","-5,00","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 5,00] <-- 1800 Bank [EUR 5,00]"
"38","2018-02-13","+94,90","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 94,90] <-- 4300 Erlöse 7% USt. [EUR 88,69], 3801 [EUR 6,21]"
"39","2018-02-13","+3,10","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,10] <-- 4300 Erlöse 7% USt. [EUR 2,90], 3801 [EUR 0,20]"
"40","2018-02-13","-72,10","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 72,10] <-- 1600 Kasse [EUR 72,10]"
"0","2018-02-14","9,99","0","6495","2100","Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]"
"0","2018-02-14","-3,90","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]"
"0","2018-02-14","-38,09","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 32,01], 1406 [EUR 6,08] <-- 1800 Bank [EUR 38,09]"
"0","2018-02-14","+170,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 170,00] <-- 1460 Geldtransit [EUR 170,00]"
"0","2018-02-14","+57,65","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 57,65] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 57,65]"
"41","2018-02-14","+97,40","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 97,40] <-- 4300 Erlöse 7% USt. [EUR 91,03], 3801 [EUR 6,37]"
"42","2018-02-14","+4,10","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,10] <-- 4300 Erlöse 7% USt. [EUR 3,83], 3801 [EUR 0,27]"
"43","2018-02-14","-170,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 170,00] <-- 1600 Kasse [EUR 170,00]"
"0","2018-02-15","-34,53","0","2100","1800","Benzin, privat / TotalCard","2100 Privatentnahmen allgemein [EUR 34,53] <-- 1800 Bank [EUR 34,53]"
"0","2018-02-15","-34,98","0","6420","1800","Rundfunk ARD, ZDF, Deutschland Radio","6420 Beiträge [EUR 34,98] <-- 1800 Bank [EUR 34,98]"
"0","2018-02-15","-144,47","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 117,02], 1406 [EUR 27,45] <-- 1800 Bank [EUR 144,47]"
"0","2018-02-15","+63,28","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 63,28] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 63,28]"
"0","2018-02-15","-6,74","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 5,46], 1406 [EUR 1,28] <-- 1800 Bank [EUR 6,74]"
"44","2018-02-15","+81,60","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 81,60] <-- 4300 Erlöse 7% USt. [EUR 76,26], 3801 [EUR 5,34]"
"45","2018-02-15","+2,40","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,40] <-- 4300 Erlöse 7% USt. [EUR 2,24], 3801 [EUR 0,16]"
"46","2018-02-15","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"0","2018-02-16","+190,00","8","4300","4400","Taxifahrt über 50 Km ins Umland (Umbuchung)","4300 Erlöse 7% USt. [EUR 177,57], 3801 [EUR 12,43] <-- 4400 Erlöse 19% USt. [EUR 159,66], 3806 [EUR 30,34]"
"0","2018-02-16","+15,37","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 15,37] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 15,37]"
"47","2018-02-16","+242,10","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 242,10] <-- 4300 Erlöse 7% USt. [EUR 226,26], 3801 [EUR 15,84]"
"48","2018-02-16","+2,40","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,40] <-- 4300 Erlöse 7% USt. [EUR 2,24], 3801 [EUR 0,16]"
"49","2018-02-17","+184,90","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 184,90] <-- 4300 Erlöse 7% USt. [EUR 172,80], 3801 [EUR 12,10]"
"50","2018-02-17","+4,20","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,20] <-- 4300 Erlöse 7% USt. [EUR 3,93], 3801 [EUR 0,27]"
"51","2018-02-17","-40,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 40,00] <-- 1600 Kasse [EUR 40,00]"
"0","2018-02-18","+150,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 150,00] <-- 1460 Geldtransit [EUR 150,00]"
"52","2018-02-18","+206,30","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 206,30] <-- 4300 Erlöse 7% USt. [EUR 192,80], 3801 [EUR 13,50]"
"53","2018-02-18","+8,20","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 8,20] <-- 4300 Erlöse 7% USt. [EUR 7,66], 3801 [EUR 0,54]"
"54","2018-02-18","-150,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 150,00] <-- 1600 Kasse [EUR 150,00]"
"0","2018-02-19","+110,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 110,00] <-- 1460 Geldtransit [EUR 110,00]"
"0","2018-02-19","+110,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 110,00] <-- 1460 Geldtransit [EUR 110,00]"
"0","2018-02-19","-91,24","0","1400","1800","RA Schweickhardt, Herbst, Klemm","1400 Abziehbare Vorsteuer [EUR 91,24] <-- 1800 Bank [EUR 91,24]"
"0","2018-02-19","-133,40","0","6120","1800","Berufsgenossenschaft f. Verkehr Hamburg","6120 Beiträge zur Berufsgenossenschaft [EUR 133,40] <-- 1800 Bank [EUR 133,40]"
"0","2018-02-19","-396,74","0","2100","1800","Wohnungsmiete Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 396,74] <-- 1800 Bank [EUR 396,74]"
"0","2018-02-19","+61,48","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 61,48] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 61,48]"
"55","2018-02-19","+108,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 108,00] <-- 4300 Erlöse 7% USt. [EUR 100,93], 3801 [EUR 7,07]"
"56","2018-02-19","+3,80","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,80] <-- 4300 Erlöse 7% USt. [EUR 3,55], 3801 [EUR 0,25]"
"57","2018-02-19","-110,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 110,00] <-- 1600 Kasse [EUR 110,00]"
"58","2018-02-19","-110,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 110,00] <-- 1600 Kasse [EUR 110,00]"
"59","2018-02-19","-10,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 10,00] <-- 1600 Kasse [EUR 10,00]"
"0","2018-02-20","-10,14","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 8,52], 1406 [EUR 1,62] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 10,14]"
"0","2018-02-20","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-02-20","+19,45","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 19,45] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 19,45]"
"60","2018-02-20","+94,50","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 94,50] <-- 4300 Erlöse 7% USt. [EUR 88,32], 3801 [EUR 6,18]"
"61","2018-02-20","+3,50","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,50] <-- 4300 Erlöse 7% USt. [EUR 3,27], 3801 [EUR 0,23]"
"62","2018-02-20","-53,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 53,00] <-- 1600 Kasse [EUR 53,00]"
"63","2018-02-20","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"64","2018-02-20","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"0","2018-02-21","+184,77","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 184,77] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 184,77]"
"65","2018-02-21","+16,60","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 16,60] <-- 4300 Erlöse 7% USt. [EUR 15,51], 3801 [EUR 1,09]"
"66","2018-02-21","+1,40","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,40] <-- 4300 Erlöse 7% USt. [EUR 1,31], 3801 [EUR 0,09]"
"67","2018-02-21","+11.500,00","9","1600","4855","Verkauf Taxi B-PA9063 (Restzahlung)","1600 Kasse [EUR 11.500,00] <-- 4855 Anlagenabgänge Sachanlagen (Restbuchwert bei Buchgewinn) 19% USt [EUR 9.663,87], 3806 [EUR 1.836,13]"
"68","2018-02-21","-3.600,00","9","521","1600","Ankauf Taxi B-MP6281 (Barzahlung)","0521 Pkw 19% Vorsteuer [EUR 3.025,21], 1406 [EUR 574,79] <-- 1600 Kasse [EUR 3.600,00]"
"0","2018-02-22","+47,84","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 47,84] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 47,84]"
"0","2018-02-22","7.200,00","9","3190","4400","Kauf Taxi B-E4305 (Anzahlung)","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 7.200,00] <-- 4400 Erlo?se 19% USt. [EUR 6.050,42], 3806 [EUR 1.149,58]"
"0","2018-02-22","45,00","8","6682","2100","Abholung Taxi B-E4305","6682 Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten 7% Vorsteuer [EUR 42,06], 1401 [EUR 2,94] <-- 2100 Privatentnahmen allgemein [EUR 45,00]"
"0","2018-02-22","+42,86","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 42,86] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 42,86]"
"69","2018-02-22","-5.838,00","0","1370","1600","Kauf Taxi B-E4305 (Anzahlung)","1370 Durchlaufende Posten [EUR 5.838,00] <-- 1600 Kasse [EUR 5.838,00]"
"0","2018-02-23","54.829,25","9","521","3190","Kauf Taxi B-E4305 (Rechnung)","0521 Pkw 19% Vorsteuer [EUR 46.075,00], 1406 [EUR 8.754,25] <-- 3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 54.829,25]"
"70","2018-02-23","-80,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 80,00] <-- 1600 Kasse [EUR 80,00]"
"71","2018-02-23","-25,10","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 21,09], 1406 [EUR 4,01] <-- 1600 Kasse [EUR 25,10]"
"72","2018-02-23","-90,00","8","6682","1600","Abholung Taxi B-E4305","6682 Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten 7% Vorsteuer [EUR 84,11], 1401 [EUR 5,89] <-- 1600 Kasse [EUR 90,00]"
"73","2018-02-23","-16,00","9","6681","1600","Abholung Taxi B-E4305","6681 Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten 19% Vorsteuer [EUR 13,45], 1406 [EUR 2,55] <-- 1600 Kasse [EUR 16,00]"
"0","2018-02-26","-94,01","9","5906","1800","Coworkingspace / Bürobedarf","5906 Fremdleistungen 19% Vorsteuer [EUR 79,00], 1406 [EUR 15,01] <-- 1800 Bank [EUR 94,01]"
"0","2018-02-26","25,00","8","6682","2100","Abholung Taxi B-E4305","6682 Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten 7% Vorsteuer [EUR 23,36], 1401 [EUR 1,64] <-- 2100 Privatentnahmen allgemein [EUR 25,00]"
"0","2018-02-26","39,00","9","5906","2100","Fahrzeug-Setup B-E4305 / Mercedes.me","5906 Fremdleistungen 19% Vorsteuer [EUR 32,77], 1406 [EUR 6,23] <-- 2100 Privatentnahmen allgemein [EUR 39,00]"
"74","2018-02-26","-7,60","9","5906","1600","Taxiwäsche","5906 Fremdleistungen 19% Vorsteuer [EUR 6,39], 1406 [EUR 1,21] <-- 1600 Kasse [EUR 7,60]"
"75","2018-02-26","-7,60","9","5906","1600","Taxiwäsche","5906 Fremdleistungen 19% Vorsteuer [EUR 6,39], 1406 [EUR 1,21] <-- 1600 Kasse [EUR 7,60]"
"76","2018-02-26","-80,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 80,00] <-- 1600 Kasse [EUR 80,00]"
"77","2018-02-26","-952,00","9","5906","1600","Taxifolierung in RAL 1015","5906 Fremdleistungen 19% Vorsteuer [EUR 800,00], 1406 [EUR 152,00] <-- 1600 Kasse [EUR 952,00]"
"78","2018-02-27","300,00","0","1600","1800","Auszahlung Geldautomat","1600 Kasse [EUR 300,00] <-- 1800 Bank [EUR 300,00]"
"79","2018-02-27","-300,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 300,00] <-- 1600 Kasse [EUR 300,00]"
"80","2018-02-27","-385,56","9","5906","1600","Konformitätsbewertungsantrag, Taxameterprogrammierung","5906 Fremdleistungen 19% Vorsteuer [EUR 324,00], 1406 [EUR 61,56] <-- 1600 Kasse [EUR 385,56]"
"0","2018-02-28","5,84","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 5,84] <-- 2100 Privatentnahmen allgemein [EUR 5,84]"
"0","2018-02-28","-12,88","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 12,88] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 12,88]"
"0","2018-02-28","-1,09","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 0,92], 1406 [EUR 0,17] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 1,09]"
"0","2018-02-28","-6,54","9","5906","1800","Fiskaltaxameter / Datencenter","5906 Fremdleistungen 19% Vorsteuer [EUR 5,50], 1406 [EUR 1,04] <-- 1800 Bank [EUR 6,54]"
"0","2018-02-28","-323,75","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 323,75] <-- 1800 Bank [EUR 323,75]"
"0","2018-02-28","-0,68","0","6855","1800","Bankgebühr","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"0","2018-02-28","3.208,75","0","7326","3180","Kauf Taxi B-E4305 (Darlehenszinsen)","7326 Zinsen zur Finanzierung des Anlagevermögens [EUR 3.208,75] <-- 3180 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen [EUR 3.208,75]"
"0","2018-02-28","-319,53","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 258,82], 1406 [EUR 60,71] <-- 1800 Bank [EUR 319,53]"
"0","2018-02-28","-7,28","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 6,12], 1406 [EUR 1,16] <-- 1800 Bank [EUR 7,28]"
"0","2018-02-28","-6,33","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 5,13], 1406 [EUR 1,20] <-- 1800 Bank [EUR 6,33]"
"81","2018-02-28","-507,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 507,00] <-- 1600 Kasse [EUR 507,00]"
"82","2018-02-28","-3,40","9","5400","1600","Taxizubehör/Taxibedarf","5400 Wareneingang 19% Vorsteuer [EUR 2,86], 1406 [EUR 0,54] <-- 1600 Kasse [EUR 3,40]"
"83","2018-02-28","-18,00","9","5906","1600","TÜV Rheinland / BoKraft","5906 Fremdleistungen 19% Vorsteuer [EUR 15,13], 1406 [EUR 2,87] <-- 1600 Kasse [EUR 18,00]"
"84","2018-02-28","-13,20","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 13,20] <-- 1600 Kasse [EUR 13,20]"
"85","2018-02-28","+232,60","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 232,60] <-- 4300 Erlöse 7% USt. [EUR 217,38], 3801 [EUR 15,22]"
"86","2018-02-28","+7,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 7,00] <-- 4300 Erlöse 7% USt. [EUR 6,54], 3801 [EUR 0,46]"
"87","2018-02-28","-621,99","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 621,99] <-- 1600 Kasse [EUR 621,99]"
"0","2018-03-01","39,00","9","5906","2100","Fahrzeug-Monitoring B-E4305 / Mercedes.me","5906 Fremdleistungen 19% Vorsteuer [EUR 32,77], 1406 [EUR 6,23] <-- 2100 Privatentnahmen allgemein [EUR 39,00]"
"132","2018-03-01","601,00","0","1600","2180","Privateinlage am Monatsbeginn","1600 Kasse [EUR 601,00] <-- 2180 Privateinlagen [EUR 601,00]"
"133","2018-03-01","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"134","2018-03-01","-25,00","0","6430","1600","LABO - Fahrzeugwechselgebühr","6430 Sonstige Abgaben [EUR 25,00] <-- 1600 Kasse [EUR 25,00]"
"0","2018-03-02","+161,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 161,00] <-- 1460 Geldtransit [EUR 161,00]"
